episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,1.0,0.6284917569755782,-0.3881027389495285,175.99643323090746,-4.39099923743597,1.6499380267339938,[-4.39099923743597 1.6499380267339938],0.0,False,True,0.182930524365964,1,76.74646745889785,135.744,prepare,0.0
40,2.0,0.6288889807061262,-0.3881076309541522,175.99880181101904,5.554561508680756,2.226993484211896,[5.554561508680756 2.226993484211896],40.0,False,True,0.18241467660129873,1,76.74646745889785,135.808,in_progress,0.0
40,3.0,0.6240528977189848,-0.3882804196833076,176.07269671258223,-28.552150837979777,1.6010673318121742,[-28.552150837979777 1.6010673318121742],60.0,False,True,0.1886662391684656,1,76.74646745889785,135.886,in_progress,0.0
40,4.0,0.6068166490260809,-0.3806557165448794,174.57829604534498,30.0,2.147900481528113,[30.0 2.147900481528113],60.0,False,True,0.2119664605200917,1,76.74646745889785,135.947,in_progress,0.0
40,5.0,0.5809256273769787,-0.3712699083606755,172.9060090986084,21.77574003425174,1.4434137264696725,[21.77574003425174 1.4434137264696725],80.0,False,True,0.24671066095296548,1,76.74646745889785,136.014,in_progress,0.0
40,6.0,0.5315442064252626,-0.38293771420700157,177.05586806178658,14.806645543665667,0.7,[14.806645543665667 0.7],40.0,False,True,0.30932087818906523,2,76.74646745889785,136.08,in_progress,0.0
40,7.0,0.4875413620518815,-0.3999791558242569,-178.4442207001146,30.0,1.3591272947160433,[30.0 1.3591272947160433],40.0,False,True,0.364289956563448,2,76.74646745889785,136.148,in_progress,0.0
40,8.0,0.4283025968504661,-0.4273311698140951,-172.51103368032958,-30.0,0.7,[-30.0 0.7],40.0,False,True,0.4377466327783538,2,76.74646745889785,136.207,in_progress,0.0
40,9.0,0.3684489021844277,-0.45611040719982304,-167.76949998853505,-8.432046131200348,2.5,[-8.432046131200348 2.5],40.0,False,True,0.5118244414248202,3,76.74646745889785,136.277,in_progress,0.0
40,10.0,0.31059887418948406,-0.47102296478819217,-167.11850217532697,-8.896774281052625,2.5,[-8.896774281052625 2.5],40.0,False,True,0.58058836171495,3,76.74646745889785,136.348,in_progress,0.0
40,11.0,0.233082625432158,-0.47795499381851375,-169.54546285481572,-30.0,2.5,[-30.0 2.5],40.0,False,True,0.6796756853717691,3,76.74646745889785,136.415,in_progress,0.0
40,12.0,0.13044982681748396,-0.46997478295342765,-175.27995948339512,-30.0,0.7,[-30.0 0.7],40.0,False,True,0.8136578890251732,4,76.74646745889785,136.481,in_progress,0.0
40,13.0,0.04811951715396259,-0.44593144634281456,177.52002151722138,12.1710567217077,1.880724448451301,[12.1710567217077 1.880724448451301],40.0,False,True,0.9240036845953203,4,76.74646745889785,136.549,in_progress,0.0
40,14.0,-0.03839763159053132,-0.42261943112668315,173.26488339257136,-30.0,0.7,[-30.0 0.7],40.0,False,True,1.038834775494667,4,76.74646745889785,136.619,in_progress,0.0
40,15.0,-0.12979211095595922,-0.4099651150019955,172.8312691967222,-30.0,2.1891832807264002,[-30.0 2.1891832807264002],40.0,False,True,1.1590542715504872,5,76.74646745889785,136.684,in_progress,0.0
40,16.0,-0.21038913917657714,-0.38856585707886654,170.3066671245196,0.7392100459557085,1.5644248680457407,[0.7392100459557085 1.5644248680457407],60.0,False,True,1.2668105334278619,5,76.74646745889785,136.756,in_progress,0.0
40,17.0,-0.30360083537401006,-0.3594849521553296,167.4551219880067,30.0,0.7,[30.0 0.7],40.0,False,True,1.3929008263946006,5,76.74646745889785,136.819,in_progress,0.0
40,18.0,-0.3930309741092777,-0.3403134244882827,167.55754200573784,-3.398704387994986,2.2678335632621827,[-3.398704387994986 2.2678335632621827],40.0,False,True,1.511620737575482,5,76.74646745889785,136.879,in_progress,0.0
40,19.0,-0.47048763430908097,-0.32461542218244527,167.65501477000274,14.251940710590567,1.3826306312937988,[14.251940710590567 1.3826306312937988],40.0,False,True,1.6142997388060216,6,76.74646745889785,136.95,in_progress,0.0
40,20.0,-0.5754314243679852,-0.30586596154917933,168.50499668909217,5.090119523558819,2.244424489505299,[5.090119523558819 2.244424489505299],40.0,False,True,1.7537478526374792,6,76.74646745889785,136.997,in_progress,0.0
40,21.0,-0.6755423187386576,-0.29716731804780405,170.9317490532568,-30.0,2.5,[-30.0 2.5],40.0,False,True,1.8846318338179964,6,76.74646745889785,137.088,in_progress,0.0
40,22.0,-0.794685925147743,-0.28054767452235696,171.33156601156819,30.0,2.5,[30.0 2.5],40.0,False,True,2.0413330171575237,7,76.74646745889785,137.125,in_progress,0.0
40,23.0,-0.9217870372390565,-0.25752634601234053,170.71547821458347,30.0,1.7961174063257266,[30.0 1.7961174063257266],40.0,False,True,2.209691506505942,7,76.74646745889785,137.22,in_progress,0.0
40,24.0,-1.0481383646424935,-0.2506163081082523,173.34713956626356,-0.20446930256988338,1.7792028479365647,[-0.20446930256988338 1.7792028479365647],40.0,False,True,2.3743306636036876,8,76.74646745889785,137.282,in_progress,0.0
40,25.0,-1.1782173991420282,-0.24730532720911502,175.69162155259426,25.425651626864834,0.7,[25.425651626864834 0.7],40.0,False,True,2.5441984827078374,8,76.74646745889785,137.351,in_progress,0.0
